policy_id,customer_id,product_code,product_variant,start_date,end_date,policy_status,written_premium,sum_insured,currency,sales_channel,policy_version
P-2024-000761,100054,PET,Dog,2024-05-30,2025-07-15,Active,140.76,15279.34,EUR,Broker,1
P-2023-000762,100324,LIABILITY,Personal,2023-11-13,2024-04-01,Expired,208.69,25361.2,EUR,Phone,1
P-2025-000763,100649,LIABILITY,Personal,2025-05-02,2026-05-14,Active,109.24,1392.4,EUR,Bank,1
P-2023-000764,100698,LIABILITY,Personal,2023-01-29,2023-11-09,Expired,152.23,22533.8,EUR,Bank,1
P-2024-000765,100598,LIABILITY,Personal,2024-02-01,2024-11-04,Expired,264.56,44007.94,EUR,Broker,1
P-2023-000766,100247,AUTO,CASCO,2023-11-08,2024-11-16,Expired,478.79,40566.42,EUR,Phone,1
P-2024-000767,100919,TRAVEL,Europe,2024-12-23,2026-01-30,Active,48.77,9342.7,EUR,Agent,1
P-2024-000768,100955,AUTO,CASCO,2024-02-26,2025-04-24,Expired,218.54,27601.03,EUR,Online,1
P-2024-000769,100929,AUTO,MTPL,2024-03-30,2025-01-31,Expired,266.45,34391.55,EUR,Bank,1
P-2025-000770,100038,HOME,HomePlus,2025-02-28,2026-05-28,Active,285.88,46591.98,EUR,Agent,1
P-2025-000771,100787,TRAVEL,World,2025-04-05,2026-04-01,Active,27.78,48118.5,EUR,Agent,1
P-2025-000772,100217,HOME,HomeBasic,2025-02-16,2026-06-02,Active,472.64,14976.97,EUR,Bank,1
P-2023-000773,100011,LIABILITY,Personal,2023-03-03,2024-05-12,Expired,248.27,16905.83,EUR,Broker,1
P-2024-000774,100217,LIABILITY,Personal,2024-06-02,2026-02-17,Active,205.46,36702.14,EUR,Bank,1
P-2023-000775,100845,PET,Dog,2023-01-29,2024-03-30,Expired,141.79,14428.04,EUR,Online,1
P-2024-000776,100456,TRAVEL,World,2024-04-14,2024-12-16,Expired,88.32,5147.79,EUR,Broker,1
P-2023-000777,100658,LIABILITY,Personal,2023-04-07,2024-03-15,Expired,201.21,23351.78,EUR,Online,1
P-2025-000778,100447,PET,Dog,2025-05-12,2026-08-07,Active,130.4,18197.81,EUR,Online,1
P-2024-000779,100809,HOME,HomeBasic,2024-06-14,2025-04-27,Expired,575.84,43869.96,EUR,Bank,1
P-2024-000780,100274,HOME,HomeBasic,2024-08-16,2025-08-28,Active,398.73,9174.66,EUR,Phone,1
P-2024-000781,100325,LIABILITY,Personal,2024-10-10,2025-05-21,Expired,162.19,47149.01,EUR,Broker,1
P-2024-000782,100083,LIABILITY,Personal,2024-10-24,2025-11-16,Active,191.12,21037.43,EUR,Online,1
P-2024-000783,100739,LIABILITY,Personal,2024-11-28,2025-12-06,Active,305.09,13506.39,EUR,Phone,1
P-2023-000784,100632,HOME,HomeBasic,2023-08-04,2024-08-06,Expired,212.27,26900.63,EUR,Phone,1
P-2023-000785,100985,LIABILITY,Personal,2023-08-03,2024-03-24,Expired,319.39,15340.9,EUR,Online,1
P-2024-000786,100380,LIABILITY,Personal,2024-10-30,2025-10-20,Active,152.9,27572.7,EUR,Broker,1
P-2024-000787,100781,LIABILITY,Personal,2024-05-08,2025-02-03,Expired,291.97,21192.73,EUR,Agent,1
P-2023-000788,100579,LIABILITY,Personal,2023-10-14,2025-03-10,Expired,239.94,45915.51,EUR,Online,1
P-2024-000789,100435,HOME,HomeBasic,2024-05-10,2025-03-02,Expired,735.61,36284.98,EUR,Bank,1
P-2024-000790,100008,PET,Cat,2024-11-19,2025-11-27,Active,59.15,34081.36,EUR,Online,1
P-2023-000791,100007,HOME,HomeBasic,2023-06-15,2024-08-07,Expired,312.6,30809.15,EUR,Broker,1
P-2024-000792,100203,HOME,HomeBasic,2024-02-19,2025-03-29,Expired,330.15,36520.72,EUR,Phone,1
P-2023-000793,100785,LIABILITY,Personal,2023-12-27,2024-11-13,Expired,307.38,12334.39,EUR,Broker,1
P-2023-000794,100505,AUTO,CASCO,2023-05-04,2024-07-26,Expired,205.39,9657.43,EUR,Bank,1
P-2024-000795,100884,HOME,HomePlus,2024-08-03,2025-09-22,Active,527.54,42191.0,EUR,Broker,1
P-2025-000796,100230,PET,Cat,2025-01-06,2026-02-17,Active,56.07,17486.07,EUR,Broker,1
P-2023-000797,100646,HOME,HomeBasic,2023-12-18,2024-07-27,Expired,563.54,44522.25,EUR,Agent,1
P-2024-000798,100159,PET,Dog,2024-02-24,2024-10-16,Expired,78.91,22971.98,EUR,Bank,1
P-2023-000799,100143,HOME,HomeBasic,2023-11-14,2024-09-17,Expired,445.74,36746.33,EUR,Agent,1
P-2025-000800,100032,HOME,HomePlus,2025-01-31,2026-08-15,Active,645.34,44594.68,EUR,Online,1
P-2024-000801,100488,PET,Dog,2024-10-26,2025-08-03,Active,90.94,29267.28,EUR,Bank,1
P-2024-000802,100172,AUTO,CASCO,2024-05-01,2024-12-04,Expired,614.28,49196.27,EUR,Bank,1
P-2025-000803,100653,LIABILITY,Personal,2025-03-19,2026-06-12,Active,192.78,48743.12,EUR,Agent,1
P-2023-000804,100552,PET,Cat,2023-03-07,2023-10-10,Expired,75.55,9071.17,EUR,Broker,1
P-2023-000805,100767,LIABILITY,Personal,2023-03-02,2023-12-14,Expired,209.11,24692.58,EUR,Phone,1
P-2023-000806,100947,PET,Dog,2023-10-22,2024-08-17,Expired,105.78,8225.2,EUR,Online,1
P-2024-000807,100341,PET,Cat,2024-04-18,2025-08-13,Active,100.56,40588.96,EUR,Online,1
P-2024-000808,100779,PET,Dog,2024-10-18,2026-01-11,Active,161.97,24372.6,EUR,Online,1
P-2025-000809,100890,LIABILITY,Personal,2025-03-14,2026-04-24,Active,250.32,42249.44,EUR,Broker,1
P-2023-000810,100068,PET,Cat,2023-05-21,2023-10-31,Expired,89.74,14593.91,EUR,Phone,1
P-2025-000811,100207,AUTO,MTPL,2025-04-28,2026-07-05,Active,244.68,21343.02,EUR,Broker,1
P-2024-000812,100332,PET,Cat,2024-05-17,2025-06-16,Expired,163.16,44258.99,EUR,Bank,1
P-2024-000813,100426,AUTO,MTPL,2024-12-05,2025-12-05,Active,223.36,46779.22,EUR,Phone,1
P-2023-000814,100352,HOME,HomePlus,2023-05-21,2024-12-14,Expired,775.79,24638.76,EUR,Online,1
P-2023-000815,100860,TRAVEL,Europe,2023-07-11,2024-02-01,Expired,32.66,9300.43,EUR,Agent,1
P-2024-000816,100827,AUTO,CASCO,2024-07-17,2025-10-03,Active,295.25,4545.51,EUR,Agent,1
P-2025-000817,100888,LIABILITY,Personal,2025-03-05,2025-12-03,Active,200.46,23634.34,EUR,Phone,1
P-2025-000818,100364,HOME,HomePlus,2025-05-04,2026-01-27,Active,1062.49,14585.66,EUR,Bank,1
P-2024-000819,100672,AUTO,MTPL,2024-06-04,2025-11-13,Active,250.56,39993.55,EUR,Phone,1
P-2023-000820,100338,HOME,HomeBasic,2023-08-13,2024-12-29,Expired,455.3,27331.58,EUR,Broker,1
P-2024-000821,100222,AUTO,CASCO,2024-04-23,2025-03-29,Expired,275.1,22421.43,EUR,Online,1
P-2023-000822,100813,PET,Cat,2023-10-08,2024-07-30,Expired,86.22,47752.45,EUR,Agent,1
P-2023-000823,100026,HOME,HomeBasic,2023-01-06,2023-10-26,Expired,478.97,32348.98,EUR,Phone,1
P-2024-000824,100946,TRAVEL,Europe,2024-12-13,2026-02-18,Active,34.33,1262.1,EUR,Bank,1
P-2025-000825,100021,PET,Dog,2025-02-05,2026-04-13,Active,104.24,3684.57,EUR,Broker,1
P-2024-000826,100694,HOME,HomePlus,2024-12-05,2026-02-06,Active,559.63,27576.94,EUR,Bank,1
P-2023-000827,100775,PET,Dog,2023-01-11,2023-08-22,Expired,63.13,43855.68,EUR,Broker,1
P-2025-000828,100756,LIABILITY,Personal,2025-05-16,2026-03-24,Active,201.09,30584.0,EUR,Broker,1
P-2023-000829,100484,AUTO,MTPL,2023-08-19,2024-09-11,Expired,160.48,49497.09,EUR,Agent,1
P-2023-000830,100433,TRAVEL,Europe,2023-08-14,2024-04-29,Expired,39.12,37340.25,EUR,Agent,1
P-2024-000831,100577,LIABILITY,Personal,2024-05-29,2025-09-24,Active,163.71,44576.62,EUR,Agent,1
P-2024-000832,100805,AUTO,MTPL,2024-10-09,2025-12-22,Active,124.56,13839.72,EUR,Broker,1
P-2025-000833,100444,HOME,HomePlus,2025-05-23,2026-09-08,Active,1504.67,1712.17,EUR,Broker,1
P-2023-000834,100687,PET,Cat,2023-02-25,2024-02-06,Expired,65.74,35952.76,EUR,Agent,1
P-2024-000835,100568,TRAVEL,World,2024-07-26,2025-07-27,Active,72.16,39608.62,EUR,Bank,1
P-2025-000836,100498,AUTO,CASCO,2025-05-05,2026-06-01,Active,287.94,25690.55,EUR,Agent,1
P-2023-000837,100540,TRAVEL,World,2023-07-29,2024-06-18,Expired,88.4,46263.41,EUR,Agent,1
P-2025-000838,100674,TRAVEL,World,2025-03-29,2026-03-31,Active,60.71,26392.7,EUR,Bank,1
P-2023-000839,100577,LIABILITY,Personal,2023-11-21,2024-07-15,Expired,269.82,32284.3,EUR,Phone,1
P-2025-000840,100430,AUTO,MTPL,2025-04-01,2026-03-30,Active,266.4,17754.79,EUR,Agent,1
P-2024-000841,100085,PET,Cat,2024-10-25,2026-04-25,Active,89.66,20206.42,EUR,Phone,1
P-2025-000842,100380,TRAVEL,World,2025-03-27,2026-02-22,Active,29.34,32960.94,EUR,Phone,1
P-2023-000843,100307,LIABILITY,Personal,2023-07-21,2024-06-10,Expired,153.75,42935.32,EUR,Phone,1
P-2025-000844,100824,LIABILITY,Personal,2025-03-18,2026-01-07,Active,122.51,2853.19,EUR,Bank,1
P-2023-000845,100023,PET,Dog,2023-12-28,2025-06-22,Expired,80.39,16599.25,EUR,Online,1
P-2023-000846,100324,HOME,HomeBasic,2023-07-03,2024-07-30,Expired,305.56,42873.86,EUR,Agent,1
P-2023-000847,100043,PET,Dog,2023-11-19,2024-10-07,Expired,126.96,21345.47,EUR,Phone,1
P-2023-000848,100882,PET,Cat,2023-03-12,2024-02-25,Expired,62.02,12266.0,EUR,Online,1
P-2023-000849,100868,TRAVEL,Europe,2023-01-18,2024-06-27,Expired,61.17,33011.19,EUR,Broker,1
P-2023-000850,100234,TRAVEL,World,2023-04-16,2023-10-23,Expired,93.72,19676.2,EUR,Online,1
P-2023-000851,100678,TRAVEL,World,2023-01-10,2024-02-20,Expired,143.33,42882.29,EUR,Agent,1
P-2024-000852,100075,TRAVEL,World,2024-09-07,2025-08-23,Active,74.78,28474.03,EUR,Phone,1
P-2023-000853,100024,LIABILITY,Personal,2023-09-30,2024-07-02,Expired,162.04,40867.17,EUR,Broker,1
P-2025-000854,100501,TRAVEL,World,2025-01-14,2026-08-03,Active,37.55,34901.33,EUR,Bank,1
P-2025-000855,100400,AUTO,MTPL,2025-01-17,2025-06-09,Expired,126.79,12591.83,EUR,Broker,1
P-2024-000856,100524,PET,Cat,2024-12-19,2025-12-13,Active,66.37,41216.06,EUR,Bank,1
P-2025-000857,100895,AUTO,CASCO,2025-05-27,2026-07-09,Active,316.05,2632.84,EUR,Online,1
P-2023-000858,100812,LIABILITY,Personal,2023-11-20,2025-02-15,Expired,244.99,15491.89,EUR,Phone,1
P-2023-000859,100234,TRAVEL,World,2023-04-13,2024-04-30,Expired,35.18,20986.25,EUR,Broker,1
P-2024-000860,100231,TRAVEL,Europe,2024-06-10,2025-05-14,Expired,27.38,3711.29,EUR,Bank,1
P-2024-000861,100591,LIABILITY,Personal,2024-08-28,2025-08-31,Active,161.03,20711.46,EUR,Broker,1
P-2024-000862,100731,LIABILITY,Personal,2024-04-23,2024-12-30,Expired,97.83,1414.12,EUR,Online,1
P-2024-000863,100263,AUTO,CASCO,2024-10-04,2025-12-08,Active,566.85,17109.94,EUR,Agent,1
P-2024-000864,100912,PET,Dog,2024-07-31,2026-02-22,Active,209.97,33035.12,EUR,Bank,1
P-2025-000865,100435,TRAVEL,Europe,2025-03-26,2026-02-05,Active,16.79,21383.49,EUR,Online,1
P-2024-000866,100025,HOME,HomeBasic,2024-08-04,2026-02-14,Active,170.58,44503.06,EUR,Agent,1
P-2024-000867,100542,HOME,HomeBasic,2024-11-20,2026-04-26,Active,386.45,19805.77,EUR,Phone,1
P-2025-000868,100145,AUTO,CASCO,2025-02-15,2025-11-26,Active,166.63,8374.28,EUR,Broker,1
P-2025-000869,100922,HOME,HomePlus,2025-01-21,2025-12-28,Active,1095.4,25040.07,EUR,Phone,1
P-2023-000870,100283,TRAVEL,World,2023-08-11,2024-03-29,Expired,24.78,20990.17,EUR,Agent,1
P-2023-000871,100608,LIABILITY,Personal,2023-11-15,2024-09-09,Expired,122.25,40353.52,EUR,Agent,1
P-2025-000872,100939,PET,Cat,2025-03-22,2026-03-14,Active,82.32,15322.85,EUR,Agent,1
P-2023-000873,100502,AUTO,CASCO,2023-03-10,2024-02-21,Expired,109.13,44151.88,EUR,Phone,1
P-2024-000874,100037,AUTO,CASCO,2024-12-26,2025-11-13,Active,857.46,34306.56,EUR,Agent,1
P-2023-000875,100560,AUTO,CASCO,2023-02-04,2024-04-15,Expired,216.4,6941.98,EUR,Phone,1
P-2024-000876,100234,TRAVEL,Europe,2024-05-13,2025-03-02,Expired,37.91,22375.98,EUR,Broker,1
P-2024-000877,100350,HOME,HomePlus,2024-03-05,2025-01-09,Expired,739.76,41268.27,EUR,Phone,1
P-2023-000878,100708,TRAVEL,World,2023-07-02,2024-06-25,Expired,46.12,6543.66,EUR,Online,1
P-2024-000879,100204,HOME,HomeBasic,2024-03-01,2024-09-19,Expired,644.69,24292.59,EUR,Agent,1
P-2023-000880,100150,AUTO,MTPL,2023-11-17,2025-05-11,Expired,287.83,11267.2,EUR,Phone,1
P-2024-000881,100912,TRAVEL,World,2024-02-26,2024-11-26,Expired,50.89,31622.24,EUR,Broker,1
P-2023-000882,100493,TRAVEL,Europe,2023-09-24,2024-11-18,Expired,57.11,17940.78,EUR,Agent,1
P-2025-000883,100658,TRAVEL,World,2025-04-19,2026-05-02,Active,43.6,3799.5,EUR,Bank,1
P-2023-000884,100642,AUTO,MTPL,2023-02-15,2024-04-26,Expired,128.52,29736.52,EUR,Bank,1
P-2024-000885,100535,AUTO,MTPL,2024-08-18,2025-08-09,Active,110.21,30317.0,EUR,Agent,1
P-2024-000886,100132,AUTO,CASCO,2024-08-31,2025-10-27,Active,408.88,12466.26,EUR,Broker,1
P-2024-000887,100733,LIABILITY,Personal,2024-07-06,2025-04-03,Expired,219.09,45386.62,EUR,Online,1
P-2025-000888,100298,TRAVEL,Europe,2025-04-08,2026-03-17,Active,45.81,21129.64,EUR,Agent,1
P-2023-000889,100296,PET,Dog,2023-05-25,2024-08-14,Expired,149.54,10816.65,EUR,Bank,1
P-2024-000890,100220,AUTO,CASCO,2024-04-27,2025-03-28,Expired,837.16,16176.73,EUR,Bank,1
P-2023-000891,100319,PET,Dog,2023-12-14,2025-02-11,Expired,129.8,23209.83,EUR,Broker,1
P-2024-000892,100437,LIABILITY,Personal,2024-07-18,2025-04-29,Expired,215.83,34656.46,EUR,Bank,1
P-2024-000893,100660,HOME,HomePlus,2024-05-19,2025-02-24,Expired,354.96,6723.4,EUR,Bank,1
P-2023-000894,100481,PET,Dog,2023-04-12,2023-12-08,Expired,133.24,15327.16,EUR,Bank,1
P-2025-000895,100497,AUTO,CASCO,2025-01-13,2026-02-09,Active,287.46,34676.87,EUR,Bank,1
P-2024-000896,100220,HOME,HomePlus,2024-06-25,2025-04-27,Expired,554.86,41232.84,EUR,Phone,1
P-2025-000897,100513,LIABILITY,Personal,2025-02-28,2026-02-21,Active,183.63,42130.99,EUR,Agent,1
P-2024-000898,100771,PET,Dog,2024-05-21,2025-04-21,Expired,155.11,26584.2,EUR,Phone,1
P-2025-000899,100127,AUTO,CASCO,2025-04-07,2026-03-24,Active,820.02,31268.62,EUR,Bank,1
P-2024-000900,100649,PET,Cat,2024-01-06,2024-10-17,Expired,116.91,13242.84,EUR,Phone,1
P-2025-000901,100415,HOME,HomeBasic,2025-01-19,2025-12-15,Active,709.52,12274.14,EUR,Bank,1
P-2023-000902,100941,AUTO,CASCO,2023-11-20,2025-01-13,Expired,493.15,3914.53,EUR,Phone,1
P-2024-000903,100875,PET,Cat,2024-06-15,2025-02-19,Expired,119.28,6354.69,EUR,Phone,1
P-2023-000904,100958,HOME,HomeBasic,2023-05-02,2024-06-07,Expired,499.02,14183.56,EUR,Phone,1
P-2024-000905,100997,PET,Dog,2024-12-20,2026-01-01,Active,97.7,49006.98,EUR,Online,1
P-2024-000906,100191,LIABILITY,Personal,2024-11-22,2025-12-16,Active,148.2,40483.85,EUR,Broker,1
P-2023-000907,100606,TRAVEL,World,2023-04-19,2024-07-14,Expired,82.05,20484.11,EUR,Phone,1
P-2024-000908,100837,AUTO,CASCO,2024-05-23,2025-07-06,Active,218.44,17060.79,EUR,Bank,1
P-2023-000909,100806,AUTO,MTPL,2023-12-05,2024-08-04,Expired,273.3,47484.05,EUR,Broker,1
P-2023-000910,100762,LIABILITY,Personal,2023-08-16,2024-06-29,Expired,233.64,12803.03,EUR,Broker,1
P-2024-000911,100074,PET,Cat,2024-08-28,2026-01-16,Active,71.12,34607.94,EUR,Phone,1
P-2023-000912,100086,LIABILITY,Personal,2023-10-31,2024-12-08,Expired,83.02,36790.4,EUR,Broker,1
P-2024-000913,100777,TRAVEL,World,2024-04-18,2025-03-26,Expired,19.01,16375.33,EUR,Bank,1
P-2023-000914,100528,TRAVEL,Europe,2023-01-13,2024-03-18,Expired,50.01,44755.26,EUR,Phone,1
P-2023-000915,100803,LIABILITY,Personal,2023-07-18,2024-08-21,Expired,193.16,36754.24,EUR,Online,1
P-2025-000916,100073,AUTO,CASCO,2025-05-02,2026-02-24,Active,257.39,19257.65,EUR,Agent,1
P-2023-000917,100883,AUTO,CASCO,2023-06-20,2024-07-21,Expired,391.01,27082.91,EUR,Online,1
P-2024-000918,100988,AUTO,MTPL,2024-11-01,2025-10-16,Active,282.01,37663.45,EUR,Phone,1
P-2024-000919,100958,PET,Cat,2024-08-17,2025-12-08,Active,102.46,49424.84,EUR,Bank,1
P-2025-000920,100397,PET,Cat,2025-04-26,2026-06-09,Active,85.2,45621.51,EUR,Broker,1
P-2023-000921,100905,HOME,HomePlus,2023-08-05,2024-08-01,Expired,311.78,37373.2,EUR,Broker,1
P-2024-000922,100244,LIABILITY,Personal,2024-07-13,2025-05-05,Expired,214.63,39537.67,EUR,Bank,1
P-2023-000923,100041,HOME,HomePlus,2023-07-15,2024-04-17,Expired,1286.56,14742.7,EUR,Broker,1
P-2023-000924,100166,AUTO,MTPL,2023-01-25,2024-04-17,Expired,145.29,30152.72,EUR,Broker,1
P-2023-000925,100111,PET,Cat,2023-07-30,2024-10-16,Expired,50.45,6779.0,EUR,Agent,1
P-2024-000926,100104,HOME,HomePlus,2024-12-09,2025-12-05,Active,561.76,6284.81,EUR,Phone,1
P-2024-000927,100634,PET,Dog,2024-12-06,2026-02-10,Active,75.01,30820.01,EUR,Phone,1
P-2024-000928,100516,PET,Cat,2024-08-20,2025-12-29,Active,85.19,7543.61,EUR,Online,1
P-2024-000929,100442,HOME,HomeBasic,2024-10-21,2025-11-29,Active,377.14,27410.06,EUR,Phone,1
P-2024-000930,100137,AUTO,CASCO,2024-01-03,2024-12-12,Expired,623.78,20736.03,EUR,Phone,1
P-2025-000931,100265,TRAVEL,World,2025-04-28,2026-06-11,Active,56.06,2087.94,EUR,Phone,1
P-2023-000932,100190,TRAVEL,Europe,2023-02-28,2024-05-29,Expired,23.07,18930.05,EUR,Phone,1
P-2023-000933,100186,PET,Cat,2023-06-25,2024-10-19,Expired,94.61,6054.19,EUR,Phone,1
P-2023-000934,100559,PET,Dog,2023-08-09,2024-09-05,Expired,78.15,25477.89,EUR,Phone,1
P-2025-000935,100033,TRAVEL,World,2025-03-14,2025-11-06,Active,26.08,39381.21,EUR,Agent,1
P-2024-000936,100180,LIABILITY,Personal,2024-01-16,2024-09-10,Expired,41.94,36376.87,EUR,Bank,1
P-2023-000937,100592,AUTO,CASCO,2023-03-23,2023-11-09,Expired,193.79,3561.16,EUR,Online,1
P-2024-000938,100402,LIABILITY,Personal,2024-12-29,2026-05-15,Active,312.85,10745.69,EUR,Bank,1
P-2024-000939,100914,LIABILITY,Personal,2024-05-29,2025-08-23,Active,96.71,15119.45,EUR,Bank,1
P-2024-000940,100007,TRAVEL,World,2024-03-25,2025-02-21,Expired,51.9,3763.67,EUR,Broker,1
P-2025-000941,100686,AUTO,CASCO,2025-05-25,2026-03-17,Active,300.62,12808.82,EUR,Online,1
P-2023-000942,100252,AUTO,CASCO,2023-09-20,2024-05-30,Expired,207.16,1966.56,EUR,Phone,1
P-2023-000943,100837,AUTO,CASCO,2023-02-12,2023-09-17,Expired,225.04,11156.84,EUR,Online,1
P-2023-000944,100752,PET,Dog,2023-07-17,2024-11-05,Expired,74.55,29537.65,EUR,Phone,1
P-2024-000945,100415,AUTO,CASCO,2024-01-27,2024-11-24,Expired,402.85,10373.17,EUR,Broker,1
P-2024-000946,100546,LIABILITY,Personal,2024-03-03,2025-07-07,Active,145.57,22326.31,EUR,Online,1
P-2023-000947,100512,AUTO,MTPL,2023-09-29,2024-09-14,Expired,159.23,8725.39,EUR,Phone,1
P-2024-000948,100723,HOME,HomePlus,2024-07-28,2025-08-22,Active,738.95,18982.91,EUR,Broker,1
P-2025-000949,100281,TRAVEL,Europe,2025-01-23,2025-08-11,Active,44.57,15460.33,EUR,Broker,1
P-2024-000950,100297,LIABILITY,Personal,2024-06-16,2025-05-02,Expired,134.09,17751.41,EUR,Agent,1
P-2025-000951,100473,HOME,HomeBasic,2025-02-09,2025-08-07,Active,553.46,7164.31,EUR,Bank,1
P-2024-000952,100085,PET,Dog,2024-11-14,2025-12-09,Active,45.52,16888.29,EUR,Broker,1
P-2023-000953,100255,HOME,HomePlus,2023-03-26,2024-04-03,Expired,393.2,35434.18,EUR,Online,1
P-2023-000954,100068,AUTO,MTPL,2023-09-18,2025-01-07,Expired,292.17,23209.82,EUR,Bank,1
P-2024-000955,100398,PET,Cat,2024-04-13,2025-01-03,Expired,116.56,29952.72,EUR,Bank,1
P-2024-000956,100446,LIABILITY,Personal,2024-08-12,2025-12-06,Active,145.72,40347.3,EUR,Bank,1
P-2023-000957,100733,PET,Cat,2023-08-14,2024-11-16,Expired,80.76,13338.92,EUR,Phone,1
P-2024-000958,100935,PET,Dog,2024-03-24,2025-02-17,Expired,71.76,11298.62,EUR,Bank,1
P-2025-000959,100637,PET,Cat,2025-04-03,2026-05-24,Active,67.78,2077.34,EUR,Agent,1
P-2024-000960,100619,AUTO,CASCO,2024-11-01,2026-01-20,Active,164.54,30635.29,EUR,Phone,1
P-2024-000961,100356,TRAVEL,World,2024-02-24,2025-07-12,Active,93.36,17781.29,EUR,Online,1
P-2024-000962,100333,AUTO,CASCO,2024-08-30,2025-05-21,Expired,375.58,44399.39,EUR,Bank,1
P-2025-000963,100867,HOME,HomeBasic,2025-03-18,2026-03-24,Active,847.3,21699.84,EUR,Online,1
P-2025-000964,100648,HOME,HomePlus,2025-04-30,2026-01-13,Active,708.25,12062.39,EUR,Agent,1
P-2023-000965,100646,AUTO,MTPL,2023-01-19,2023-12-16,Expired,283.4,29801.97,EUR,Bank,1
P-2024-000966,100138,AUTO,MTPL,2024-11-23,2026-01-24,Active,220.04,22910.86,EUR,Online,1
P-2024-000967,100531,HOME,HomePlus,2024-01-27,2024-12-16,Expired,647.63,10278.68,EUR,Broker,1
P-2023-000968,100764,AUTO,MTPL,2023-05-23,2024-06-21,Expired,225.12,47850.51,EUR,Agent,1
P-2023-000969,100565,LIABILITY,Personal,2023-07-09,2024-05-07,Expired,262.21,35725.16,EUR,Agent,1
P-2024-000970,100558,AUTO,MTPL,2024-08-07,2025-08-27,Active,115.04,38448.53,EUR,Phone,1
P-2023-000971,100242,HOME,HomeBasic,2023-10-14,2024-07-23,Expired,175.49,25918.41,EUR,Online,1
P-2023-000972,100681,TRAVEL,World,2023-04-28,2024-04-10,Expired,83.22,4854.44,EUR,Bank,1
P-2024-000973,100569,TRAVEL,World,2024-05-17,2025-05-15,Expired,107.1,7415.63,EUR,Online,1
P-2024-000974,100381,HOME,HomeBasic,2024-03-06,2025-04-25,Expired,157.95,35872.42,EUR,Agent,1
P-2024-000975,100372,PET,Cat,2024-05-31,2025-05-18,Expired,94.0,45251.78,EUR,Agent,1
P-2023-000976,100867,TRAVEL,World,2023-10-04,2024-09-08,Expired,32.05,7208.92,EUR,Bank,1
P-2023-000977,100169,AUTO,CASCO,2023-11-08,2024-10-20,Expired,790.19,47107.32,EUR,Phone,1
P-2025-000978,100458,PET,Dog,2025-02-03,2026-05-09,Active,52.15,29213.48,EUR,Agent,1
P-2023-000979,100815,HOME,HomePlus,2023-12-06,2024-08-10,Expired,652.94,23920.15,EUR,Phone,1
P-2024-000980,100372,AUTO,CASCO,2024-02-07,2025-04-02,Expired,458.78,5804.83,EUR,Agent,1
P-2023-000981,100820,AUTO,MTPL,2023-04-20,2024-05-03,Expired,337.42,10668.38,EUR,Phone,1
P-2023-000982,100837,TRAVEL,World,2023-01-30,2024-04-08,Expired,51.68,24053.19,EUR,Bank,1
P-2023-000983,100570,HOME,HomeBasic,2023-02-28,2024-04-01,Expired,327.94,7497.6,EUR,Bank,1
P-2024-000984,100947,TRAVEL,Europe,2024-05-27,2025-08-23,Active,63.53,48425.26,EUR,Bank,1
P-2025-000985,100848,LIABILITY,Personal,2025-03-11,2025-12-21,Active,204.62,8660.24,EUR,Bank,1
P-2024-000986,100307,PET,Cat,2024-09-19,2025-12-09,Active,168.77,27368.72,EUR,Agent,1
P-2023-000987,100241,LIABILITY,Personal,2023-01-06,2023-09-25,Expired,152.25,12115.02,EUR,Bank,1
P-2025-000988,100226,PET,Dog,2025-04-11,2026-02-28,Active,67.45,16874.98,EUR,Online,1
P-2024-000989,100471,TRAVEL,World,2024-09-14,2025-12-05,Active,74.15,13639.04,EUR,Agent,1
P-2025-000990,100091,AUTO,CASCO,2025-04-10,2026-07-28,Active,631.93,15282.72,EUR,Online,1
P-2024-000991,100363,AUTO,CASCO,2024-03-26,2025-04-13,Expired,255.04,5391.96,EUR,Broker,1
P-2024-000992,100018,HOME,HomeBasic,2024-08-19,2025-06-15,Expired,504.37,4162.26,EUR,Broker,1
P-2023-000993,100675,TRAVEL,World,2023-06-15,2024-02-24,Expired,180.13,43060.3,EUR,Online,1
P-2024-000994,100702,PET,Dog,2024-11-11,2025-07-04,Active,65.44,42649.39,EUR,Broker,1
P-2023-000995,100380,HOME,HomeBasic,2023-10-27,2024-04-08,Expired,918.94,11255.1,EUR,Agent,1
P-2025-000996,100390,LIABILITY,Personal,2025-01-29,2025-11-26,Active,171.48,1077.65,EUR,Bank,1
P-2025-000997,100698,AUTO,CASCO,2025-02-15,2026-03-19,Active,371.25,18163.35,EUR,Phone,1
P-2023-000998,100726,PET,Dog,2023-02-27,2024-01-27,Expired,132.3,9133.37,EUR,Online,1
P-2023-000999,100936,AUTO,CASCO,2023-03-08,2024-03-27,Expired,214.63,13428.48,EUR,Bank,1
P-2025-001000,100607,AUTO,MTPL,2025-03-23,2026-03-07,Active,288.44,39382.53,EUR,Bank,1
P-2023-001001,100679,LIABILITY,Personal,2023-12-28,2024-10-19,Expired,151.85,10755.03,EUR,Agent,1
P-2025-001002,100010,AUTO,MTPL,2025-01-29,2025-05-30,Expired,180.56,10399.97,EUR,Agent,1
P-2024-001003,100227,PET,Dog,2024-01-12,2025-01-14,Expired,94.94,21282.38,EUR,Broker,1
P-2023-001004,100317,AUTO,MTPL,2023-03-19,2023-10-19,Expired,219.77,29796.82,EUR,Online,1
