offer_id,customer_id,product_code,product_variant,offer_datetime,premium_offered,sales_source,sum_insured,coverage_hash
O-2024-0005878-D01,100361,TRAVEL,Europe,2024-06-17 09:01:18.583576,148.38,Phone,22015.3,1ceea793b86d1a073a604e5d5adb8d47
O-2024-0002302-D01,100961,AUTO,MTPL,2024-06-17 09:43:58.151311,215.58,Phone,9815.44,46ef0836cd80ec4bca3c0fac867a6620
O-2024-0003591,100642,AUTO,MTPL,2024-06-17 09:54:46.000000,189.72,Phone,22176.06,292f06928921ed068ef50e227358794d
O-2024-0005743,100275,PET,Cat,2024-06-17 10:04:11.000000,157.28,Web,17756.6,a7e233c90d436bea5c38925aca2de57a
O-2024-0006201-D01,100688,LIABILITY,Personal,2024-06-17 11:07:15.304602,150.7,Web,17836.82,93cacd69c3a954440533fb31696e4556
O-2024-0003967-D01,100942,HOME,HomeBasic,2024-06-17 12:23:25.925497,578.54,Phone,24957.09,eb04ab5e71716079618e62dc0483962f
O-2024-0007514,100264,TRAVEL,Europe,2024-06-17 13:40:25.000000,56.9,Web,28092.37,a08311ded390668275ed449a299c307d
O-2024-0003345,100643,LIABILITY,Personal,2024-06-17 14:00:02.000000,75.98,Phone,40452.44,2170764ed9eb1cf36500f5f321ab03c9
O-2024-0001552-D01,100327,AUTO,CASCO,2024-06-17 15:10:49.869096,560.25,Agent,18464.05,4c754f34d992a6666b7a5e82f03dcf27
O-2024-0003631,100178,HOME,HomeBasic,2024-06-17 15:39:43.000000,208.83,Phone,40106.96,d9b4e6eba4b751788126541b02e4c43a
O-2024-0003591-D01,100642,AUTO,MTPL,2024-06-17 16:31:56.276104,198.33,Phone,22176.06,292f06928921ed068ef50e227358794d
O-2024-0001140,100771,TRAVEL,World,2024-06-17 16:48:43.000000,28.13,Web,44365.14,547f5a524d5c4493842e84cbcb093949
O-2024-0003182,100326,AUTO,CASCO,2024-06-17 16:54:34.000000,272.97,Web,14586.92,c2409dd6d684cb63b449693f68a4275f
O-2024-0007514-D01,100264,TRAVEL,Europe,2024-06-17 19:12:51.614514,56.34,Web,28092.37,a08311ded390668275ed449a299c307d
O-2024-0007442,100468,HOME,HomeBasic,2024-06-17 21:56:45.000000,738.0,Agent,7646.79,6a01462e06fc81cbc231beefda239290
O-2024-0005256,100089,PET,Dog,2024-06-17 23:48:08.000000,92.8,Phone,8684.99,cd682cc8027b50ee4fe82cd8d5e4c764
O-2024-0006564,100078,TRAVEL,World,2024-06-18 00:05:31.000000,31.44,Agent,15017.18,24b9996e1b206b199b7c9e5f3e965a98
O-2024-0000472,100237,LIABILITY,Personal,2024-06-18 02:43:42.000000,78.29,Agent,5677.0,5f4ee55d8e1c94d03b89c4665100f784
O-2024-0006769,100264,AUTO,MTPL,2024-06-18 05:06:27.000000,268.49,Web,30573.91,a21b816680903a64a084e551dea9b1ab
O-2024-0005205,100953,TRAVEL,World,2024-06-18 05:34:12.000000,51.19,Web,36942.54,ab3c6b99e98e99c1d40d2bb6487281b3
O-2024-0000814,100288,AUTO,CASCO,2024-06-18 06:29:39.000000,76.94,Web,13599.86,a51aa7756b2b55a0b7612bf81f4399cf
O-2024-0004383,100072,HOME,HomePlus,2024-06-18 08:41:49.000000,639.57,Web,47993.82,35c4321338ac6180e7dd324b5c3ffeb4
O-2024-0005256-D01,100089,PET,Dog,2024-06-18 08:51:48.002743,91.78,Phone,8684.99,cd682cc8027b50ee4fe82cd8d5e4c764
O-2024-0007442-D01,100468,HOME,HomeBasic,2024-06-18 09:06:12.555354,748.38,Agent,7646.79,6a01462e06fc81cbc231beefda239290
O-2024-0002644,100260,LIABILITY,Personal,2024-06-18 09:19:18.000000,173.67,Agent,41840.78,eb1b1ad53d27851bbca33c02b4b4d8d6
O-2024-0002871,100526,LIABILITY,Personal,2024-06-18 13:51:16.000000,144.09,Web,33209.7,bb65ac6974ab84021369aa3483f85b87
O-2024-0000424,100293,TRAVEL,World,2024-06-18 14:11:25.000000,127.85,Agent,22267.57,58d7f2823526017c722c89a8f5b96dcc
O-2024-0000644,100798,PET,Cat,2024-06-18 14:13:33.000000,121.03,Web,13422.87,f1bb0abd0fcb23e16484625675d0aa60
O-2024-0000814-D01,100288,AUTO,CASCO,2024-06-18 14:32:34.632898,78.88,Web,13599.86,a51aa7756b2b55a0b7612bf81f4399cf
O-2024-0000458-D01,100464,LIABILITY,Personal,2024-06-18 15:28:24.935501,170.82,Agent,33123.7,79fe1d2711b2f46931837070ec03c0da
O-2024-0000977,100481,LIABILITY,Personal,2024-06-18 16:13:06.000000,264.28,Agent,23846.98,a0d2a4b4f2b8e3654d9f522727957d27
O-2024-0002121,100863,PET,Dog,2024-06-18 16:50:04.000000,125.05,Phone,4735.74,9145f6418747cf37568fe8e6263e6632
O-2024-0007575,100188,HOME,HomeBasic,2024-06-18 17:57:19.000000,624.84,Phone,37042.59,846f0b05a644aead9883afa5b8b34ac3
O-2024-0002871-D01,100526,LIABILITY,Personal,2024-06-18 18:30:54.849713,148.55,Web,33209.7,bb65ac6974ab84021369aa3483f85b87
O-2024-0004822,100945,PET,Cat,2024-06-18 21:00:21.000000,107.43,Agent,34403.6,d7a082ce24b79ba98b87e47e2c377f79
O-2024-0004260,100281,HOME,HomeBasic,2024-06-18 22:46:44.000000,446.46,Phone,22063.87,52787e72fdf56c0123bb99c5f0bafbba
O-2024-0006994-D01,100095,AUTO,MTPL,2024-06-18 23:51:41.544156,150.09,Web,38333.39,b98aa0714313eed51065cfa1e1016f82
O-2024-0007383,100248,PET,Dog,2024-06-19 01:13:39.000000,111.96,Agent,9893.2,353c8a8573b8d5578ff5f346fe763369
O-2024-0007575-D01,100188,HOME,HomeBasic,2024-06-19 01:37:19.744765,617.1,Phone,37042.59,846f0b05a644aead9883afa5b8b34ac3
O-2024-0004032,100222,TRAVEL,World,2024-06-19 03:18:14.000000,93.26,Phone,19459.05,96ad1a78c6166044baf801b0d1018d41
O-2024-0000017,100605,LIABILITY,Personal,2024-06-19 03:38:07.000000,124.14,Web,36126.42,ba271bc1b68281e0a93559e26baa1bbb
O-2024-0001918,100838,AUTO,CASCO,2024-06-19 05:41:28.000000,136.69,Agent,3850.91,e41fe02b7c98210e432d38926675fbbc
O-2024-0000939,100096,PET,Cat,2024-06-19 05:43:38.000000,62.56,Web,41235.53,540b9413fa5f98ca4b77493e77587d31
O-2024-0005595,100821,AUTO,MTPL,2024-06-19 06:05:14.000000,426.46,Phone,29214.18,6be0f0e88c7d8b44a1ec7183a93f99a3
O-2024-0007877,100360,HOME,HomeBasic,2024-06-19 07:07:57.000000,356.27,Phone,5805.07,9d6353040f1a6e4c3ba357b7b243938d
O-2024-0000786,100078,PET,Dog,2024-06-19 10:46:16.000000,88.51,Agent,16889.19,667441b91b56f865100868ddae5931c9
O-2024-0001727,100447,AUTO,CASCO,2024-06-19 18:07:49.000000,422.57,Web,46839.44,5a1eef782b75e0c6112e56c50a0142b7
O-2024-0006122,100125,AUTO,CASCO,2024-06-19 20:24:37.000000,195.56,Agent,33304.9,3cba2f17e6d3394792a046024f934eda
O-2024-0003432,100615,AUTO,CASCO,2024-06-19 22:11:37.000000,157.83,Phone,25424.33,55411907a77bf3a8398ec61e8915a519
O-2024-0005884,100702,TRAVEL,World,2024-06-20 01:10:18.000000,16.47,Web,15987.85,cd9df0e7bee35e0654556601e7597a07
O-2024-0004392,100132,PET,Dog,2024-06-20 01:11:08.000000,43.59,Web,16615.06,209f0aefd7c41efeb4c1257488ea6fa5
O-2024-0006472,100134,LIABILITY,Personal,2024-06-20 01:49:39.000000,161.88,Agent,1037.5,cfe71c5272dd9457b3c752ad189cb219
O-2024-0007739-D01,100738,LIABILITY,Personal,2024-06-20 02:32:11.544735,118.92,Web,28644.62,6e02ec7cb4840e179e81ef3f75f8b28f
O-2024-0006464,100043,PET,Cat,2024-06-20 02:42:52.000000,108.48,Agent,45866.49,23003051f28eee486f0f6221d78d8457
O-2024-0001180,100690,PET,Cat,2024-06-20 03:13:47.000000,103.53,Agent,42425.6,4ff73f0d5b5c526fe1cf9f87d97e5c4d
O-2024-0006122-D01,100125,AUTO,CASCO,2024-06-20 04:18:02.030392,190.66,Agent,33304.9,3cba2f17e6d3394792a046024f934eda
O-2024-0000115,100611,TRAVEL,Europe,2024-06-20 04:22:46.000000,92.58,Web,23076.1,fcac46a83643d9ae2664e280a1bc8547
O-2024-0001858,100578,PET,Dog,2024-06-20 07:29:28.000000,55.69,Phone,42879.62,cd8f77ee33d2a10899454cd7fae24c2f
O-2024-0002872,100406,HOME,HomePlus,2024-06-20 08:46:24.000000,939.23,Phone,21003.18,ee720dfc5bd653501a258eb298baf19e
O-2024-0001858-D01,100578,PET,Dog,2024-06-20 08:49:38.772639,52.91,Phone,42879.62,cd8f77ee33d2a10899454cd7fae24c2f
O-2024-0007485,100790,AUTO,CASCO,2024-06-20 09:19:19.000000,382.66,Agent,15960.69,e864468ad978940fd4aefedcaf1befc3
O-2024-0001305,100133,LIABILITY,Personal,2024-06-20 09:20:44.000000,175.73,Agent,12899.23,2ffadadb9563121451458bfeeaec4d4b
O-2024-0001163,100876,TRAVEL,World,2024-06-20 09:35:28.000000,131.11,Agent,13349.83,fd7f5ec618d025c3266dc2a97847f9f8
O-2024-0000472-D01,100237,LIABILITY,Personal,2024-06-20 10:27:25.529112,79.8,Agent,5677.0,5f4ee55d8e1c94d03b89c4665100f784
O-2024-0001712,100517,LIABILITY,Personal,2024-06-20 10:47:35.000000,215.68,Web,14708.3,02b8f3707b656d6d9e4e595ead456373
O-2024-0000115-D01,100611,TRAVEL,Europe,2024-06-20 12:11:25.723314,92.7,Web,23076.1,fcac46a83643d9ae2664e280a1bc8547
O-2024-0002872-D01,100406,HOME,HomePlus,2024-06-20 13:16:27.092491,945.17,Phone,21003.18,ee720dfc5bd653501a258eb298baf19e
O-2024-0007485-D01,100790,AUTO,CASCO,2024-06-20 13:49:03.430638,376.97,Agent,15960.69,e864468ad978940fd4aefedcaf1befc3
O-2024-0003157,100647,HOME,HomeBasic,2024-06-20 14:46:37.000000,475.24,Phone,11983.25,8375321996f2bb4a2ebba2b8aa14b158
O-2024-0004187,100140,TRAVEL,Europe,2024-06-20 16:23:32.000000,38.3,Web,18367.16,1d608f778711949b1ba1de2ef126da25
O-2024-0004364,100493,LIABILITY,Personal,2024-06-20 16:37:12.000000,141.14,Agent,2425.4,154ab5dfd10c96cc479f172d3c0c89eb
O-2024-0001876,100571,AUTO,CASCO,2024-06-20 16:54:25.000000,281.43,Web,15148.73,1e0536932d21ba6e16517f2298f9d405
O-2024-0002567,100640,PET,Cat,2024-06-20 17:51:18.000000,113.86,Web,1077.8,85075eaf207a7c90dbf2dd4d5dd5cc7e
O-2024-0001712-D01,100517,LIABILITY,Personal,2024-06-20 21:15:48.383791,213.27,Web,14708.3,02b8f3707b656d6d9e4e595ead456373
O-2024-0002263,100073,HOME,HomeBasic,2024-06-20 21:36:42.000000,516.79,Web,32653.53,6103b490e3830dda5383af98b92a13a5
O-2024-0003490,100135,AUTO,CASCO,2024-06-20 23:23:58.000000,160.02,Agent,34885.14,2d662f7462f36eb2a6116f23c02780cd
O-2024-0005595-D01,100821,AUTO,MTPL,2024-06-21 02:30:29.754559,421.82,Phone,29214.18,6be0f0e88c7d8b44a1ec7183a93f99a3
O-2024-0002269-D01,100330,AUTO,CASCO,2024-06-21 04:33:04.501873,199.08,Phone,44801.74,afb2515c5b49ae500e722c1a73a9d285
O-2024-0003157-D01,100647,HOME,HomeBasic,2024-06-21 07:40:14.290916,471.22,Phone,11983.25,8375321996f2bb4a2ebba2b8aa14b158
O-2024-0002865,100710,LIABILITY,Personal,2024-06-21 07:50:56.000000,60.8,Agent,14133.58,10eb8cba08bcc52144c59cbb357ef40d
O-2024-0002567-D01,100640,PET,Cat,2024-06-21 15:13:36.474917,110.23,Web,1077.8,85075eaf207a7c90dbf2dd4d5dd5cc7e
O-2024-0006660,100459,HOME,HomeBasic,2024-06-21 15:54:19.000000,299.23,Agent,7889.32,24f966dca0ff43ea0b1b3d0f924b7914
O-2024-0001040,100459,TRAVEL,Europe,2024-06-21 19:22:13.000000,45.64,Web,15498.47,b56989cac9861b242c30b9e61c35c649
O-2024-0002411,100132,TRAVEL,Europe,2024-06-21 19:24:16.000000,68.74,Web,11766.38,46ed6633f1636b11712ae095354a486c
O-2024-0003235-D01,100879,HOME,HomeBasic,2024-06-21 20:49:42.137244,547.63,Agent,41453.1,6f7583a0f1ff07a84063c50a4c2c1c7e
O-2024-0006660-D01,100459,HOME,HomeBasic,2024-06-21 21:27:34.017249,301.66,Agent,7889.32,24f966dca0ff43ea0b1b3d0f924b7914
O-2024-0001952,100630,HOME,HomePlus,2024-06-21 22:35:31.000000,273.91,Agent,7674.17,db50cf1d71896e41597b58de516dfdbb
O-2024-0003118,100507,TRAVEL,World,2024-06-21 23:03:59.000000,36.77,Web,20261.33,256358b4bcb1906d8a92bd25194769cf
O-2024-0007637,100347,PET,Cat,2024-06-21 23:52:59.000000,111.77,Phone,32998.33,b60cc1542ae54d4970fb615a885f354e
O-2024-0006866,100454,TRAVEL,Europe,2024-06-22 01:10:16.000000,28.99,Phone,26917.52,3e413fcfd8013bbf7064aa4794c3aa99
O-2024-0006769-D01,100264,AUTO,MTPL,2024-06-22 01:47:12.107065,269.11,Web,30573.91,a21b816680903a64a084e551dea9b1ab
O-2024-0004632,100987,AUTO,CASCO,2024-06-22 02:00:03.000000,180.35,Agent,10050.09,88da42ead64fd7f0f060f45cbbe3bd12
O-2024-0005572,100847,LIABILITY,Personal,2024-06-22 02:45:08.000000,207.14,Web,26173.05,e5121f3b25a5c9074ed5680f4c2037e2
O-2024-0003118-D01,100507,TRAVEL,World,2024-06-22 04:20:42.795925,36.88,Web,20261.33,256358b4bcb1906d8a92bd25194769cf
O-2024-0005375,100248,TRAVEL,World,2024-06-22 04:22:18.000000,35.49,Phone,10738.2,52fb1a5b8cb475508a170cf4f0f99ef8
O-2024-0001952-D01,100630,HOME,HomePlus,2024-06-22 07:49:46.065720,273.92,Agent,7674.17,db50cf1d71896e41597b58de516dfdbb
O-2024-0004917,100739,AUTO,MTPL,2024-06-22 09:55:23.000000,434.2,Web,36139.11,f7c0bfd86943ae5d4e8a1bcdcefa11f5
O-2024-0005256-D01,100089,PET,Dog,2024-06-22 09:58:32.125891,97.16,Phone,8684.99,cd682cc8027b50ee4fe82cd8d5e4c764
O-2024-0007619,100380,AUTO,CASCO,2024-06-22 12:11:56.000000,191.31,Phone,2795.28,4e54a8b3150f8c00720f37d3e6be9d0b
O-2024-0003237,100591,AUTO,MTPL,2024-06-22 12:56:06.000000,320.25,Phone,10021.02,38e91de80bb01ba53b8f85ad3b0aca2b
O-2024-0006784,100935,LIABILITY,Personal,2024-06-22 16:04:35.000000,252.98,Phone,28888.66,13aa166c6daff7c4a311c714911f55af
O-2024-0007144,100601,HOME,HomeBasic,2024-06-22 16:08:41.000000,752.05,Web,34770.1,43b58c319ae47191e5bb8554393c25ae
O-2024-0005183,100312,HOME,HomePlus,2024-06-22 17:23:28.000000,143.31,Phone,20202.94,278649b631b64a2cf6351154b614cbba
O-2024-0003451,100980,PET,Cat,2024-06-22 18:27:41.000000,103.49,Phone,10878.39,8b1b8e2e40702c9b8cc1e1de50b80310
O-2024-0001273,100655,AUTO,CASCO,2024-06-22 19:11:38.000000,310.25,Phone,15153.78,ea8973efb1e6204378634ddc57f23295
O-2024-0004392-D01,100132,PET,Dog,2024-06-22 20:18:56.544991,44.26,Web,16615.06,209f0aefd7c41efeb4c1257488ea6fa5
O-2024-0000788,100266,LIABILITY,Personal,2024-06-22 21:52:03.000000,211.92,Agent,33415.02,28938137814e1756040b394a7223951b
O-2024-0001165-D01,100356,LIABILITY,Personal,2024-06-22 23:54:52.736446,79.85,Web,39549.6,d161a9dbe46ff29ef9efc20213ef24fd
O-2024-0005187,100374,TRAVEL,World,2024-06-23 06:12:44.000000,24.01,Web,36889.41,e07c60f5235afa85433d51fde35b797a
O-2024-0002096,100403,PET,Cat,2024-06-23 07:52:39.000000,59.41,Agent,12852.43,27e3256ef428e916139b7b8556f44ec0
O-2024-0004781,100890,LIABILITY,Personal,2024-06-23 08:21:56.000000,192.76,Web,2886.94,b9495ac9f7d8bd4b2261fc006db8d51f
O-2024-0001180-D01,100690,PET,Cat,2024-06-23 09:28:24.869219,103.32,Agent,42425.6,4ff73f0d5b5c526fe1cf9f87d97e5c4d
O-2024-0007138,100200,PET,Dog,2024-06-23 09:58:58.000000,119.25,Phone,19112.91,c2e2d27bb2f4d473ffd0c9ff862e5b3f
O-2024-0007144-D01,100601,HOME,HomeBasic,2024-06-23 10:37:37.178714,759.86,Web,34770.1,43b58c319ae47191e5bb8554393c25ae
O-2024-0006003-D01,100705,LIABILITY,Personal,2024-06-23 10:38:53.852116,171.36,Phone,49388.45,43e76d22dad4fbea8a95643b794877b3
O-2024-0005318,100040,PET,Dog,2024-06-23 15:02:39.000000,81.48,Phone,22328.38,22666f2eeb076fd5ac2f9b817bce15e4
O-2024-0004632-D01,100987,AUTO,CASCO,2024-06-23 15:30:51.896944,173.07,Agent,10050.09,88da42ead64fd7f0f060f45cbbe3bd12
O-2024-0004781-D01,100890,LIABILITY,Personal,2024-06-23 18:04:20.945063,187.57,Web,2886.94,b9495ac9f7d8bd4b2261fc006db8d51f
O-2024-0001478,100855,LIABILITY,Personal,2024-06-23 18:44:55.000000,260.26,Web,4666.14,f77fba8acf2104e2a2daee1e4975ae65
O-2024-0007138-D01,100200,PET,Dog,2024-06-23 20:34:57.199512,121.4,Phone,19112.91,c2e2d27bb2f4d473ffd0c9ff862e5b3f
O-2024-0005854,100984,HOME,HomeBasic,2024-06-23 21:52:01.000000,436.12,Web,4094.32,ffb56d22c5fb5837bacae29b4091580c
O-2024-0007096,100873,LIABILITY,Personal,2024-06-23 23:24:13.000000,135.14,Phone,33605.51,2be8fce036e3a59ec6e3ec9854a33e01
O-2024-0005375-D01,100248,TRAVEL,World,2024-06-23 23:35:32.147880,37.13,Phone,10738.2,52fb1a5b8cb475508a170cf4f0f99ef8
O-2024-0000330,100490,LIABILITY,Personal,2024-06-24 01:39:28.000000,258.88,Agent,33747.77,acd5775f908a0d34a447485f65ca0876
O-2024-0001478-D01,100855,LIABILITY,Personal,2024-06-24 02:33:09.314431,259.81,Web,4666.14,f77fba8acf2104e2a2daee1e4975ae65
O-2024-0000492,100059,HOME,HomePlus,2024-06-24 04:20:20.000000,995.38,Web,44512.43,aa3d0a1c026ab704499e95f7fa39ca39
O-2024-0004187-D01,100140,TRAVEL,Europe,2024-06-24 05:29:30.492576,38.74,Web,18367.16,1d608f778711949b1ba1de2ef126da25
O-2024-0007378,100409,AUTO,MTPL,2024-06-24 07:06:12.000000,465.63,Phone,10400.25,5f9acf030bba5642f15dd167fe05c9f0
O-2024-0004571,100907,HOME,HomePlus,2024-06-24 08:14:30.000000,479.91,Web,4281.34,96f699215ee525860f51f53ca8510fe4
O-2024-0000497,100365,TRAVEL,Europe,2024-06-24 08:23:31.000000,50.64,Agent,11633.71,f46b993a057e0c9a32c837a09c4ad306
O-2024-0000492-D01,100059,HOME,HomePlus,2024-06-24 11:48:38.086760,951.16,Web,44512.43,aa3d0a1c026ab704499e95f7fa39ca39
O-2024-0004199,100875,AUTO,CASCO,2024-06-24 12:17:58.000000,119.81,Phone,31964.56,ff8212efa52c233030952ae1917dd292
O-2024-0004199-D01,100875,AUTO,CASCO,2024-06-24 12:47:35.220539,116.29,Phone,31964.56,ff8212efa52c233030952ae1917dd292
O-2024-0006282,100088,HOME,HomePlus,2024-06-24 13:32:16.000000,487.07,Phone,23581.94,5647da055150d51397f78598b39cf364
O-2024-0005670,100725,AUTO,CASCO,2024-06-24 13:36:20.000000,353.28,Agent,27468.4,fdc5a095b1cfaac5e3652c57b267bc3f
O-2024-0000226,100145,TRAVEL,Europe,2024-06-24 13:37:20.000000,15.95,Agent,49591.79,b88326f98c12a52b15c164b254fdb155
O-2024-0004571-D01,100907,HOME,HomePlus,2024-06-24 17:38:56.214214,473.96,Web,4281.34,96f699215ee525860f51f53ca8510fe4
O-2024-0002922-D01,100670,HOME,HomeBasic,2024-06-24 18:53:33.797565,319.32,Web,19143.38,eb2cc4256d023c1835ecc82d5de90ffc
O-2024-0001114,100328,HOME,HomePlus,2024-06-24 19:39:10.000000,254.21,Web,29975.74,e22471205ad83c011b21533779ea6046
O-2024-0000788-D01,100266,LIABILITY,Personal,2024-06-24 19:53:03.125704,208.0,Agent,33415.02,28938137814e1756040b394a7223951b
O-2024-0000982,100100,AUTO,MTPL,2024-06-24 20:48:03.000000,122.81,Web,28352.15,512dcb172fc18fc948120e5598310596
O-2024-0005176,100251,AUTO,CASCO,2024-06-24 21:03:21.000000,555.59,Web,41022.04,792b2dad775b236e937a08f2a3c1e7b5
O-2024-0000982-D01,100100,AUTO,MTPL,2024-06-24 23:03:26.556978,124.65,Web,28352.15,512dcb172fc18fc948120e5598310596
O-2024-0006754,100517,HOME,HomePlus,2024-06-24 23:46:09.000000,402.2,Web,31658.48,5c344b184ecb28ab47db142bb7b0a08f
O-2024-0000095,100799,PET,Cat,2024-06-25 01:42:55.000000,44.76,Web,44608.6,65aba441d739f3c2f7b32a3318c7c973
O-2024-0003237-D01,100591,AUTO,MTPL,2024-06-25 01:44:53.555908,318.66,Phone,10021.02,38e91de80bb01ba53b8f85ad3b0aca2b
O-2024-0000089,100670,LIABILITY,Personal,2024-06-25 01:56:58.000000,139.61,Agent,14780.26,f59eb70b7c5160483d6e2f680695cf86
O-2024-0000089-D01,100670,LIABILITY,Personal,2024-06-25 05:35:41.350180,136.45,Agent,14780.26,f59eb70b7c5160483d6e2f680695cf86
O-2024-0001139,100249,LIABILITY,Personal,2024-06-25 05:48:23.000000,97.6,Web,46522.07,66a712e83eb575e9f8d7b3f5f2555ec8
O-2024-0003376,100033,TRAVEL,Europe,2024-06-25 09:06:28.000000,97.12,Web,25923.81,1ae8440f7c39d727dc9476860186f6c5
O-2024-0000134,100581,PET,Dog,2024-06-25 09:07:45.000000,76.15,Phone,16271.44,28c8b59022156476526d1f94f5aa5ad5
O-2024-0003120,100313,AUTO,CASCO,2024-06-25 09:27:22.000000,213.86,Agent,42947.33,221b502fdbef75f731c247276381ee71
O-2024-0000335,100829,AUTO,CASCO,2024-06-25 10:07:53.000000,110.86,Phone,25910.85,4a7936cd5633d22990ffa17aecbae6a1
O-2024-0006867-D01,100965,AUTO,CASCO,2024-06-25 11:19:03.997781,420.38,Agent,49835.66,d45f011a883e0bf291dde779aa800d59
O-2024-0000084-D01,100422,AUTO,MTPL,2024-06-25 12:00:53.180190,306.24,Agent,48834.35,2b837fbc301b64ed74044e44c436066a
O-2024-0000134-D01,100581,PET,Dog,2024-06-25 12:09:07.178581,78.0,Phone,16271.44,28c8b59022156476526d1f94f5aa5ad5
O-2024-0005303,100312,PET,Dog,2024-06-25 12:41:59.000000,112.6,Phone,26024.95,e4659634606519992a61d4ab26bcd1e7
O-2024-0000007,100415,HOME,HomePlus,2024-06-25 15:04:17.000000,796.6,Agent,23844.73,a8d0276567f6639a501b58e603aba450
O-2024-0002443,100027,PET,Cat,2024-06-25 15:58:05.000000,67.19,Web,8844.83,b655be60084daac1c7333b5ccfea0f81
O-2024-0006688,100553,PET,Cat,2024-06-25 16:34:48.000000,79.83,Agent,19347.36,9d5b40f7ab8e4a724eb7cb6bbc623fd3
O-2024-0005303-D01,100312,PET,Dog,2024-06-25 17:00:29.583976,110.55,Phone,26024.95,e4659634606519992a61d4ab26bcd1e7
O-2024-0001463,100576,PET,Cat,2024-06-25 18:06:02.000000,113.52,Phone,32372.34,f2852c01c3e3d42a34a34783223a836c
O-2024-0004057,100281,AUTO,CASCO,2024-06-25 18:23:34.000000,138.52,Phone,14273.67,399ddf73e38f74de9931caf3b4b9ce16
O-2024-0002099,100351,HOME,HomeBasic,2024-06-25 19:38:25.000000,429.56,Web,26912.28,939ede6e1a4a0df189bb8db932a9e817
O-2024-0003325,100277,AUTO,CASCO,2024-06-25 19:55:26.000000,217.86,Agent,33374.27,3df5263eb8c1fe8326cc4ed46b058b13
O-2024-0002443-D01,100027,PET,Cat,2024-06-25 22:13:50.215171,67.8,Web,8844.83,b655be60084daac1c7333b5ccfea0f81
O-2024-0003844,100568,PET,Cat,2024-06-25 23:02:41.000000,39.61,Phone,35807.16,63c61964c195a009eb64ba041617c4e1
O-2024-0003176,100187,LIABILITY,Personal,2024-06-25 23:28:17.000000,317.69,Phone,45075.03,096c6e616973ea04cb02ce71cb9a5a2e
O-2024-0006688-D01,100553,PET,Cat,2024-06-25 23:48:35.914957,81.22,Agent,19347.36,9d5b40f7ab8e4a724eb7cb6bbc623fd3
O-2024-0000631,100875,LIABILITY,Personal,2024-06-26 01:21:19.000000,106.77,Web,34890.06,8fe1cb7e3be1afc90149e91b847bf523
O-2024-0002225,100407,TRAVEL,World,2024-06-26 03:14:39.000000,61.19,Agent,38215.96,c7d2db84b238537fde922bcf0645281e
O-2024-0003339,100324,PET,Dog,2024-06-26 03:49:53.000000,128.85,Web,9088.58,5cd73bbbc4208880961d7c766e1e9b4f
O-2024-0005847,100372,HOME,HomeBasic,2024-06-26 04:58:21.000000,325.73,Web,25044.71,80075f7aa3e91e61201accc12c94eae9
O-2024-0000306,100457,LIABILITY,Personal,2024-06-26 07:14:44.000000,319.4,Agent,9354.08,6db0a14c341b2617f60b61312db9b48e
O-2024-0000144,100956,TRAVEL,World,2024-06-26 07:16:41.000000,49.1,Phone,43658.34,e4219afeb7a82bd1ab7ac909141219e9
O-2024-0006950,100030,HOME,HomeBasic,2024-06-26 09:27:20.000000,256.74,Agent,21809.95,2db9300ff865d4e8a21e389fb61d3805
O-2024-0005680,100391,HOME,HomePlus,2024-06-26 09:54:37.000000,425.94,Phone,4915.67,57c207c653df8bd0251d882f9d2cb035
O-2024-0006347,100479,LIABILITY,Personal,2024-06-26 09:56:37.000000,272.35,Web,9758.39,24d2005e5eff6cdb7791a1364fd968a2
O-2024-0007096-D01,100873,LIABILITY,Personal,2024-06-26 10:49:19.920532,141.7,Phone,33605.51,2be8fce036e3a59ec6e3ec9854a33e01
O-2024-0001487,100142,LIABILITY,Personal,2024-06-26 13:11:21.000000,167.2,Phone,3589.66,5855030af93767fa415d32b2e2180567
O-2024-0006347-D01,100479,LIABILITY,Personal,2024-06-26 13:53:45.719872,283.88,Web,9758.39,24d2005e5eff6cdb7791a1364fd968a2
O-2024-0002153,100192,HOME,HomeBasic,2024-06-26 14:59:42.000000,210.13,Phone,10949.14,d76b8c0a8158095eda27ea5c8ab80242
O-2024-0006647,100493,HOME,HomePlus,2024-06-26 15:05:48.000000,940.38,Web,15114.22,4ea81a11597f9a501bafdced5888704c
O-2024-0005001,100060,HOME,HomeBasic,2024-06-26 15:59:09.000000,411.4,Web,23742.7,5799d7ba8c3a317aabb918cf4bc1ca04
O-2024-0005768,100442,HOME,HomeBasic,2024-06-26 17:35:53.000000,399.01,Web,49542.65,be70e10a3585f63eefafc0e5c91b4f93
O-2024-0004187-D01,100140,TRAVEL,Europe,2024-06-26 17:37:52.367182,37.82,Web,18367.16,1d608f778711949b1ba1de2ef126da25
O-2024-0000890,100159,AUTO,CASCO,2024-06-26 17:53:09.000000,296.99,Agent,36216.62,b0c87168eb54da240091ef69528005bb
O-2024-0005432,100819,LIABILITY,Personal,2024-06-26 18:27:41.000000,141.39,Web,31865.95,61324bc5a4e4e68a7955b4698fb514af
O-2024-0004934,100891,TRAVEL,World,2024-06-26 18:37:20.000000,23.67,Agent,28064.15,9d7970b678d64646de5433fd8dd70619
